F3,FZ,F4,FCZ,C3,Cz,C4,P3,Pz,P4,PO7,POz,PO8,O1,Oz,O2,LABEL,
187500,187500,187500,105635.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21499,
187500,187500,187500,107117.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21500,
187500,187500,187500,108081.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21501,
187500,187500,187500,108877.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21502,
187500,187500,187500,109118,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21503,
187500,187500,187500,109020.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21504,
187500,187500,187500,108894.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21505,
187500,187500,187500,108094.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21506,
187500,187500,187500,106986.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21507,
187500,187500,187500,106306,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21508,
187500,187500,187500,105246.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21509,
187500,187500,187500,103978,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21510,
160050.3,159472.1,160224.2,76949.44,159826.9,159298.4,159878,159408.4,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21511,
-109991.1,-110841.2,-109879.3,-35062,-110459.6,-111396.8,-110366.8,-111241.5,0,0,0,0,0,0,0,0,0,21512,
-187500,-187500,-187500,-68388.67,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21513,
-187500,-187500,-187500,-69189.6,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21514,
-187500,-187500,-187500,-68919.08,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21515,
-187500,-187500,-187500,-68846.37,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21516,
-187500,-187500,-187500,-68281.98,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21517,
-187500,-187500,-187500,-67353,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21518,
-187500,-187500,-187500,-66234.34,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21519,
-187500,-187500,-187500,-64961.12,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21520,
-187500,-187500,-187500,-64130.2,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21521,
-187500,-187500,-187500,-63455.39,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21522,
-187500,-187500,-187500,-63269.45,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21523,
-187500,-187500,-187500,-63425.54,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21524,
-187500,-187500,-187500,-63617.22,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21525,
-187500,-187500,-187500,-64429.95,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21526,
-157766.7,-157382,-158006.8,-39267.12,-157667.4,-157203,-157637.4,-157279.5,0,0,0,0,0,0,0,0,0,21527,
113264,113822.1,113085.2,70635.47,113505.8,114358.9,113478.3,114152.1,0,0,0,0,0,0,0,0,0,21528,
187500,187500,187500,103185.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21529,
187500,187500,187500,102980.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21530,
187500,187500,187500,102481.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21531,
187500,187500,187500,101951.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21532,
187500,187500,187500,101862.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21533,
187500,187500,187500,102153.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21534,
187500,187500,187500,102847.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21535,
187500,187500,187500,103191.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21536,
187500,187500,187500,103835.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21537,
187500,187500,187500,104934.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21538,
187500,187500,187500,106110.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21539,
187500,187500,187500,107477.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21540,
187500,187500,187500,108356.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21541,
187500,187500,187500,109111.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21542,
160460,159897.2,160616.4,83163.69,160242.3,159701.8,160297.5,159825.4,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21543,
-109511.2,-110336.1,-109421.5,-28298.11,-109963.7,-110917.3,-109869.9,-110765.9,0,0,0,0,0,0,0,0,0,21544,
-187500,-187500,-187500,-61590.5,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21545,
-187500,-187500,-187500,-63339.59,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21546,
-187500,-187500,-187500,-64810.98,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21547,
-187500,-187500,-187500,-65730.58,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21548,
-187500,-187500,-187500,-66827.18,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21549,
-187500,-187500,-187500,-68288.4,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21550,
-187500,-187500,-187500,-69203.73,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21551,
-187500,-187500,-187500,-69990.06,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21552,
-187500,-187500,-187500,-70280.41,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21553,
-187500,-187500,-187500,-70149.14,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21554,
-187500,-187500,-187500,-69571.75,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21555,
-187500,-187500,-187500,-69267.63,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21556,
-187500,-187500,-187500,-68762.17,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21557,
-187500,-187500,-187500,-67735.2,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21558,
-157690.7,-157283.5,-157937,-40315.08,-157585.2,-157118.5,-157550.7,-157192,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21559,
113401.2,113991.9,113212.5,71713.59,113649.9,114505.4,113630.1,114308.5,0,0,0,0,0,0,0,0,0,21560,
187500,187500,187500,106160.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21561,
187500,187500,187500,108050.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21562,
187500,187500,187500,108675.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21563,
187500,187500,187500,108745.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21564,
187500,187500,187500,108701.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21565,
187500,187500,187500,108098.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21566,
187500,187500,187500,107007.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21567,
187500,187500,187500,106264.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21568,
187500,187500,187500,105371.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21569,
187500,187500,187500,104024.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21570,
187500,187500,187500,103203.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21571,
187500,187500,187500,102498.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21572,
187500,187500,187500,102245.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21573,
187500,187500,187500,102417.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21574,
160159.6,159628,160332.2,76823.86,159962.1,159454,160013.3,159563.5,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21575,
-109863.4,-110642,-109753.9,-34132.28,-110291.5,-111198.4,-110199,-111045.6,0,0,0,0,0,0,0,0,0,21576,
-187500,-187500,-187500,-66796.45,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21577,
-187500,-187500,-187500,-66750.6,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21578,
-187500,-187500,-187500,-66032.2,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21579,
-187500,-187500,-187500,-64798.31,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21580,
-187500,-187500,-187500,-64031.07,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21581,
-187500,-187500,-187500,-63354.59,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21582,
-187500,-187500,-187500,-63125.51,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21583,
-187500,-187500,-187500,-63267.2,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21584,
-187500,-187500,-187500,-63466.04,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21585,
-187500,-187500,-187500,-64130.2,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21586,
-187500,-187500,-187500,-65324.52,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21587,
-187500,-187500,-187500,-66174.77,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21588,
-187500,-187500,-187500,-67084.76,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21589,
-187500,-187500,-187500,-68525.95,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21590,
-157967.4,-157576.8,-158205,-43068.39,-157865.6,-157401.5,-157832.5,-157477.9,0,0,0,0,0,0,0,0,0,21591,
113037.3,113605.3,112859.3,66818.35,113284.5,114137.3,113259.7,113927.5,0,0,0,0,0,0,0,0,0,21592,
187500,187500,187500,100078.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21593,
187500,187500,187500,101314.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21594,
187500,187500,187500,102244.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21595,
187500,187500,187500,102840.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21596,
187500,187500,187500,103386.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21597,
187500,187500,187500,104577.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21598,
187500,187500,187500,105665.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21599,
187500,187500,187500,107162.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21600,
187500,187500,187500,108096.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21601,
187500,187500,187500,108911.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21602,
187500,187500,187500,109269.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21603,
187500,187500,187500,109226.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21604,
187500,187500,187500,109101.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21605,
187500,187500,187500,108533.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21606,
160288.9,159696.4,160465.3,81184.42,160052.8,159520.3,160109.7,159638.1,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21607,
-109694.4,-110567.5,-109576,-31000.73,-110179.5,-111121.7,-110080.8,-110967.2,0,0,0,0,0,0,0,0,0,21608,
-187500,-187500,-187500,-64967.71,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21609,
-187500,-187500,-187500,-67412.41,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21610,
-187500,-187500,-187500,-68646.59,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21611,
-187500,-187500,-187500,-69597.32,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21612,
-187500,-187500,-187500,-70071.31,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21613,
-187500,-187500,-187500,-70056.2,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21614,
-187500,-187500,-187500,-69545.22,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21615,
-187500,-187500,-187500,-69175.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21616,
-187500,-187500,-187500,-68850.91,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21617,
-187500,-187500,-187500,-67765.17,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21618,
-187500,-187500,-187500,-66791.8,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21619,
-187500,-187500,-187500,-65360.03,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21620,
-187500,-187500,-187500,-64492.96,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21621,
-187500,-187500,-187500,-63732.76,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21622,
-157576.9,-157204.7,-157821,-37020.46,-157479.9,-157036.4,-157452.6,-157111.6,0,0,0,0,0,0,0,0,0,21623,
113476,114013.6,113292.5,73545.35,113711,114533.2,113681.3,114334.1,0,0,0,0,0,0,0,0,0,21624,
187500,187500,187500,106970.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21625,
187500,187500,187500,107552.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21626,
187500,187500,187500,106750.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21627,
187500,187500,187500,106048.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21628,
187500,187500,187500,105365.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21629,
187500,187500,187500,104021.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21630,
187500,187500,187500,103183,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21631,
187500,187500,187500,102448.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21632,
187500,187500,187500,102134.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21633,
187500,187500,187500,102232.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21634,
187500,187500,187500,102817.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21635,
187500,187500,187500,103303,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21636,
187500,187500,187500,103639.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21637,
187500,187500,187500,104770.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21638,
160354.9,159793.6,160526,79528.89,160135,159608.6,160189.1,159725.8,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21639,
-109569,-110393,-109460.4,-30323.09,-110028.2,-110962.2,-109933.8,-110809.5,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21640,
-187500,-187500,-187500,-62529.61,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21641,
-187500,-187500,-187500,-62753.13,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21642,
-187500,-187500,-187500,-62671.16,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21643,
-187500,-187500,-187500,-62892.76,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21644,
-187500,-187500,-187500,-63183.33,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21645,
-187500,-187500,-187500,-63762.15,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21646,
-187500,-187500,-187500,-64971.13,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21647,
-187500,-187500,-187500,-65948.35,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21648,
-187500,-187500,-187500,-66749.82,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21649,
-187500,-187500,-187500,-68216.09,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21650,
-187500,-187500,-187500,-69159.49,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21651,
-187500,-187500,-187500,-69975.4,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21652,
-187500,-187500,-187500,-70413.77,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21653,
-187500,-187500,-187500,-70389.09,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21654,
-157902.5,-157521.9,-158143.4,-43549.04,-157802.4,-157329.4,-157771.6,-157409.6,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21655,
113133.4,113685.5,112951.1,67593.76,113377.3,114243,113349.9,114028.3,0,0,0,0,0,0,0,0,0,21656,
187500,187500,187500,101439.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21657,
187500,187500,187500,103667.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21658,
187500,187500,187500,104942.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21659,
187500,187500,187500,106617,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21660,
187500,187500,187500,107684.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21661,
187500,187500,187500,108583.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21662,
187500,187500,187500,109087.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21663,
187500,187500,187500,109109.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21664,
187500,187500,187500,108983.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21665,
187500,187500,187500,108580.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21666,
187500,187500,187500,107479.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21667,
187500,187500,187500,106548.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21668,
187500,187500,187500,105858.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21669,
187500,187500,187500,104456.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21670,
160063.8,159532.1,160234.3,77316.23,159867.2,159353.7,159918.3,159462.5,0,0,0,0,0,0,0,0,0,21671,
-109992.2,-110770.2,-109885.5,-34795.05,-110418.7,-111334.4,-110326,-111179.4,0,0,0,0,0,0,0,0,0,21672,
-187500,-187500,-187500,-68366.92,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21673,
-187500,-187500,-187500,-69353.46,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21674,
-187500,-187500,-187500,-69199.7,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21675,
-187500,-187500,-187500,-68857.95,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21676,
-187500,-187500,-187500,-68749.59,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21677,
-187500,-187500,-187500,-67744.34,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21678,
-187500,-187500,-187500,-66883.39,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21679,
-187500,-187500,-187500,-65449.66,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21680,
-187500,-187500,-187500,-64530.58,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21681,
-187500,-187500,-187500,-63751.45,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21682,
-187500,-187500,-187500,-63327.32,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21683,
-187500,-187500,-187500,-63360.07,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21684,
-187500,-187500,-187500,-63559.96,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21685,
-187500,-187500,-187500,-63969.26,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21686,
-157766,-157366.1,-158012,-38763.67,-157661,-157164,-157627.1,-157244.7,0,0,0,0,0,0,0,0,0,21687,
113253.3,113834.8,113066.1,70904.45,113503.6,114404.9,113482,114193.3,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21688,
187500,187500,187500,103794.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21689,
