F3,FZ,F4,FCZ,C3,Cz,C4,P3,Pz,P4,PO7,POz,PO8,O1,Oz,O2,LABEL,
187500,187500,187500,107701.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11616,
187500,187500,187500,106670.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11617,
187500,187500,187500,106043.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11618,
187500,187500,187500,104727,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11619,
187500,187500,187500,103651.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11620,
187500,187500,187500,102864.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11621,
187500,187500,187500,102309.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11622,
160102.7,159550.2,160268.9,76073.4,159890.7,159374.2,159937.5,159482.1,0,0,0,0,0,0,0,0,0,11623,
-109871.3,-110682.2,-109773.9,-34843.96,-110322.4,-111242.6,-110236.7,-111090.2,0,0,0,0,0,0,0,0,0,11624,
-187500,-187500,-187500,-67364.73,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11625,
-187500,-187500,-187500,-68226.69,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11626,
-187500,-187500,-187500,-67609.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11627,
-187500,-187500,-187500,-66880.15,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11628,
-187500,-187500,-187500,-65603.51,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11629,
-187500,-187500,-187500,-64582.44,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11630,
-187500,-187500,-187500,-63795.16,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11631,
-187500,-187500,-187500,-63216.23,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11632,
-187500,-187500,-187500,-63192.79,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11633,
-187500,-187500,-187500,-63399.7,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11634,
-187500,-187500,-187500,-63665.68,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11635,
-187500,-187500,-187500,-64668.69,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11636,
-187500,-187500,-187500,-65758.32,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11637,
-187500,-187500,-187500,-66444.61,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11638,
-157900.2,-157517.1,-158146,-41424.58,-157801,-157353.3,-157768.7,-157431.6,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11639,
113124.4,113680.6,112936.1,68054.38,113367.6,114195.8,113342.3,113983.5,0,0,0,0,0,0,0,0,0,11640,
187500,187500,187500,100802.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11641,
187500,187500,187500,101289.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11642,
187500,187500,187500,101558.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11643,
187500,187500,187500,102090.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11644,
187500,187500,187500,102845.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11645,
187500,187500,187500,103105.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11646,
187500,187500,187500,104089.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11647,
187500,187500,187500,105062.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11648,
187500,187500,187500,106460.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11649,
187500,187500,187500,107647.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11650,
187500,187500,187500,108516.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11651,
187500,187500,187500,109196.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11652,
187500,187500,187500,109318.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11653,
187500,187500,187500,109148.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11654,
160356.6,159850.3,160503.2,82754.96,160166.1,159670.8,160213.9,159786.3,0,0,0,0,0,0,0,0,0,11655,
-109702.8,-110439.1,-109628.2,-29506.74,-110114.3,-110996.5,-110031.1,-110854.1,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11656,
-187500,-187500,-187500,-63731.93,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11657,
-187500,-187500,-187500,-65416.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11658,
-187500,-187500,-187500,-66991.91,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11659,
-187500,-187500,-187500,-68346.34,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11660,
-187500,-187500,-187500,-69281.63,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11661,
-187500,-187500,-187500,-70011.68,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11662,
-187500,-187500,-187500,-70191.32,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11663,
-187500,-187500,-187500,-69924.52,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11664,
-187500,-187500,-187500,-69349.39,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11665,
-187500,-187500,-187500,-69176.46,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11666,
-187500,-187500,-187500,-68345.06,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11667,
-187500,-187500,-187500,-67436.24,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11668,
-187500,-187500,-187500,-66144.91,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11669,
-187500,-187500,-187500,-64959.8,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11670,
-157581.2,-157207.7,-157835.4,-37809.65,-157485,-157039.4,-157458.4,-157117.3,0,0,0,0,0,0,0,0,0,11671,
113502.9,114042.3,113303,73478.37,113736.4,114560.7,113706,114359.8,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11672,
187500,187500,187500,107150.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11673,
187500,187500,187500,108126.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11674,
187500,187500,187500,108278.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11675,
187500,187500,187500,107574,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11676,
187500,187500,187500,106569.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11677,
187500,187500,187500,105981.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11678,
187500,187500,187500,104866.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11679,
187500,187500,187500,103696.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11680,
187500,187500,187500,102923.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11681,
187500,187500,187500,102279.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11682,
187500,187500,187500,102152.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11683,
187500,187500,187500,102466.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11684,
187500,187500,187500,103125.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11685,
187500,187500,187500,103370.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11686,
160241.1,159705.1,160402,77995.36,160041.2,159520.6,160095.3,159633,0,0,0,0,0,0,0,0,0,11687,
-109739,-110523.2,-109647.4,-32343.29,-110167.8,-111092,-110072.6,-110943.7,0,0,0,0,0,0,0,0,0,11688,
-187500,-187500,-187500,-64219.67,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11689,
-187500,-187500,-187500,-63991.66,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11690,
-187500,-187500,-187500,-63480.27,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11691,
-187500,-187500,-187500,-62966.09,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11692,
-187500,-187500,-187500,-62934.22,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11693,
-187500,-187500,-187500,-63175.24,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11694,
-187500,-187500,-187500,-63413.22,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11695,
-187500,-187500,-187500,-64325.1,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11696,
-187500,-187500,-187500,-65504.98,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11697,
-187500,-187500,-187500,-66243.93,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11698,
-187500,-187500,-187500,-67402.83,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11699,
-187500,-187500,-187500,-68682.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11700,
-187500,-187500,-187500,-69523.54,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11701,
-187500,-187500,-187500,-70243.02,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11702,
-157966.4,-157583.1,-158207.4,-44110.09,-157866.3,-157421.4,-157834.4,-157499,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11703,
113115.4,113672.9,112931.1,66749.93,113360.5,114185.3,113333.9,113972.4,0,0,0,0,0,0,0,0,0,11704,
187500,187500,187500,100937.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11705,
187500,187500,187500,102290,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11706,
187500,187500,187500,103363.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11707,
187500,187500,187500,104536.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11708,
187500,187500,187500,105881.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11709,
187500,187500,187500,107282,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11710,
187500,187500,187500,108191.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11711,
187500,187500,187500,108955.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11712,
187500,187500,187500,109190.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11713,
187500,187500,187500,109069.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11714,
187500,187500,187500,108939.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11715,
187500,187500,187500,108169.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11716,
187500,187500,187500,107053.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11717,
187500,187500,187500,106344.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11718,
160133.2,159600.2,160300.8,79078.55,159938,159404.5,159987.5,159515.5,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11719,
-109885.9,-110665.7,-109784.2,-33538.03,-110310.1,-111256,-110220.9,-111101.3,0,0,0,0,0,0,0,0,0,11720,
-187500,-187500,-187500,-67481.93,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11721,
-187500,-187500,-187500,-69204.48,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11722,
-187500,-187500,-187500,-69747.99,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11723,
-187500,-187500,-187500,-69718.69,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11724,
-187500,-187500,-187500,-69204.55,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11725,
-187500,-187500,-187500,-69011.21,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11726,
-187500,-187500,-187500,-68418.84,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11727,
-187500,-187500,-187500,-67460.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11728,
-187500,-187500,-187500,-66330.21,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11729,
-187500,-187500,-187500,-65009.67,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11730,
-187500,-187500,-187500,-64164.01,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11731,
-187500,-187500,-187500,-63473.48,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11732,
-187500,-187500,-187500,-63275.2,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11733,
-187500,-187500,-187500,-63418.58,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11734,
-157642.8,-157251.2,-157887.9,-37270.21,-157542.2,-157073.8,-157512.6,-157151.4,0,0,0,0,0,0,0,0,0,11735,
113325.1,113892.4,113141.4,72598.11,113566.5,114426.1,113539.4,114220.7,0,0,0,0,0,0,0,0,0,11736,
187500,187500,187500,105001.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11737,
187500,187500,187500,105378.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11738,
187500,187500,187500,104709.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11739,
187500,187500,187500,103543.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11740,
187500,187500,187500,102828.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11741,
187500,187500,187500,102189.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11742,
187500,187500,187500,101999.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11743,
187500,187500,187500,102258.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11744,
187500,187500,187500,102916.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11745,
187500,187500,187500,103256.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11746,
187500,187500,187500,103871.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11747,
187500,187500,187500,104934.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11748,
187500,187500,187500,106081.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11749,
187500,187500,187500,107492.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11750,
160426.3,159889.1,160588,82148.47,160212.7,159691.5,160267.7,159806.5,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,11751,
-109533,-110317.6,-109435.8,-28389.33,-109979.3,-110902.9,-109885.6,-110762.4,0,0,0,0,0,0,0,0,0,11752,
-187500,-187500,-187500,-61243.04,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11753,
-187500,-187500,-187500,-62387.88,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11754,
-187500,-187500,-187500,-62884.46,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11755,
-187500,-187500,-187500,-63766.42,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11756,
-187500,-187500,-187500,-65034.23,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11757,
-187500,-187500,-187500,-65898.35,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,11758,
