F3,FZ,F4,FCZ,C3,Cz,C4,P3,Pz,P4,PO7,POz,PO8,O1,Oz,O2,LABEL,
-187500,-187500,-187500,-41723.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26516,
-187500,-187500,-187500,-43480.82,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26517,
-187500,-187500,-187500,-44686.52,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26518,
-187500,-187500,-187500,-45719.87,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26519,
-187500,-187500,-187500,-46252.84,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26520,
-187500,-187500,-187500,-46229.6,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26521,
-187500,-187500,-187500,-45644.14,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26522,
-187500,-187500,-187500,-45363.91,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26523,
-187500,-187500,-187500,-44834.07,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26524,
-187500,-187500,-187500,-43602.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26525,
-187500,-187500,-187500,-42385.77,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26526,
-187500,-187500,-187500,-40657.2,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26527,
-187500,-187500,-187500,-39458.85,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26528,
-187500,-187500,-187500,-38414.73,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26529,
-187500,-187500,-187500,-37891.73,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26530,
-187500,-187500,-187500,-37845.46,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26531,
-187500,-187500,-187500,-37933.28,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26532,
-187500,-187500,-187500,-38591.94,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26533,
-187500,-187500,-187500,-39892.66,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26534,
-187500,-187500,-187500,-40908.21,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26535,
-187500,-187500,-187500,-41933.48,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26536,
-187500,-187500,-187500,-43690.95,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26537,
-187500,-187500,-187500,-44896.25,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26538,
-187500,-187500,-187500,-45938.87,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26539,
-187500,-187500,-187500,-46480.61,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26540,
-187500,-187500,-187500,-46485.97,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26541,
-187500,-187500,-187500,-45912.54,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26542,
-187500,-187500,-187500,-45573.17,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26543,
-187500,-187500,-187500,-45106.54,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26544,
-187500,-187500,-187500,-43859.35,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26545,
-187500,-187500,-187500,-42688.86,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26546,
-187500,-187500,-187500,-40934.63,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26547,
-187500,-187500,-187500,-39717.35,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26548,
-187500,-187500,-187500,-38648.82,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26549,
-187500,-187500,-187500,-38074.77,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26550,
-187500,-187500,-187500,-38004.25,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26551,
-187500,-187500,-187500,-38076.8,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26552,
-187500,-187500,-187500,-38666.82,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26553,
-187500,-187500,-187500,-39933.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26554,
-187500,-187500,-187500,-40996.95,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26555,
-187500,-187500,-187500,-41981.67,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26556,
-187500,-187500,-187500,-43731.01,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26557,
-187500,-187500,-187500,-44930.56,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26558,
-187500,-187500,-187500,-45988.74,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26559,
-187500,-187500,-187500,-46579.56,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26560,
-187500,-187500,-187500,-46634.01,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26561,
-187500,-187500,-187500,-46076.4,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26562,
-187500,-187500,-187500,-45700.27,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26563,
-187500,-187500,-187500,-45308.98,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26564,
-187500,-187500,-187500,-44044.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26565,
-187500,-187500,-187500,-42908.62,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26566,
-187500,-187500,-187500,-41123.93,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26567,
-157436.6,-157049.2,-157693.3,-15063,-157329.4,-156889.7,-157292.7,-156956.1,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26568,
113694.8,114253,113494.4,89475.73,113941.4,114755.3,113928.1,114577.8,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26569,
187500,187500,187500,121067.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26570,
187500,187500,187500,122162.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26571,
187500,187500,187500,122378.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26572,
187500,187500,187500,122002.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26573,
187500,187500,187500,120865.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26574,
187500,187500,187500,119861.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26575,
187500,187500,187500,118986.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26576,
187500,187500,187500,117286.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26577,
187500,187500,187500,116089.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26578,
187500,187500,187500,115070.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26579,
187500,187500,187500,114488.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26580,
187500,187500,187500,114446,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26581,
187500,187500,187500,115003.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26582,
187500,187500,187500,115442,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26583,
187500,187500,187500,115805.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26584,
187500,187500,187500,117099.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26585,
187500,187500,187500,118222.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26586,
187500,187500,187500,120033,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26587,
187500,187500,187500,121334.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26588,
187500,187500,187500,122439.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26589,
187500,187500,187500,123107.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26590,
187500,187500,187500,123222,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26591,
187500,187500,187500,123181.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26592,
187500,187500,187500,122724.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26593,
187500,187500,187500,121504.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26594,
187500,187500,187500,120398.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26595,
187500,187500,187500,119524.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26596,
187500,187500,187500,117808.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26597,
187500,187500,187500,116545.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26598,
187500,187500,187500,115497.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26599,
187500,187500,187500,114838.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26600,
187500,187500,187500,114756,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26601,
187500,187500,187500,115282.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26602,
187500,187500,187500,115751,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26603,
187500,187500,187500,116027,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26604,
187500,187500,187500,117303.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26605,
187500,187500,187500,118393,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26606,
187500,187500,187500,120164.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26607,
187500,187500,187500,121458.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26608,
187500,187500,187500,122555.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26609,
187500,187500,187500,123294.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26610,
187500,187500,187500,123440.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26611,
187500,187500,187500,123348,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26612,
187500,187500,187500,122935.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26613,
187500,187500,187500,121739.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26614,
187500,187500,187500,120602.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26615,
187500,187500,187500,119754.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26616,
187500,187500,187500,118061.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26617,
187500,187500,187500,116760.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26618,
187500,187500,187500,115694.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26619,
187500,187500,187500,114990.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26620,
187500,187500,187500,114873.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26621,
187500,187500,187500,115370.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26622,
187500,187500,187500,115864.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26623,
187500,187500,187500,116081.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26624,
187500,187500,187500,117341.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26625,
187500,187500,187500,118416.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26626,
187500,187500,187500,120170.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26627,
187500,187500,187500,121513.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26628,
187500,187500,187500,122613.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26629,
187500,187500,187500,123354.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26630,
187500,187500,187500,123520.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26631,
160526.6,159968.8,160681.3,98749.41,160320.6,159777,160381.8,159922.3,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26632,
-109514.5,-110328.8,-109422.2,-5715.498,-109944.5,-110900.4,-109844.2,-110725.6,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26633,
-187500,-187500,-187500,-37446.73,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26634,
-187500,-187500,-187500,-39524.59,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26635,
-187500,-187500,-187500,-40657.42,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26636,
-187500,-187500,-187500,-42486.96,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26637,
-187500,-187500,-187500,-43921.27,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26638,
-187500,-187500,-187500,-45060.02,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26639,
-187500,-187500,-187500,-45859.99,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26640,
-187500,-187500,-187500,-46081.68,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26641,
-187500,-187500,-187500,-45680.95,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26642,
-187500,-187500,-187500,-45193.42,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26643,
-187500,-187500,-187500,-45041.52,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26644,
-187500,-187500,-187500,-43852.74,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26645,
-187500,-187500,-187500,-42824.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26646,
-187500,-187500,-187500,-41116.79,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26647,
-187500,-187500,-187500,-39752.04,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26648,
-187500,-187500,-187500,-38666.19,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26649,
-187500,-187500,-187500,-37897.32,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26650,
-187500,-187500,-187500,-37724.96,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26651,
-187500,-187500,-187500,-37817.07,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26652,
-187500,-187500,-187500,-38137.11,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26653,
-187500,-187500,-187500,-39299.24,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26654,
-187500,-187500,-187500,-40524.88,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26655,
-187500,-187500,-187500,-41358.13,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26656,
-187500,-187500,-187500,-42991.57,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26657,
-187500,-187500,-187500,-44373.49,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26658,
-187500,-187500,-187500,-45472.64,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26659,
-187500,-187500,-187500,-46264.94,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26660,
-187500,-187500,-187500,-46461.81,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26661,
-187500,-187500,-187500,-46071.77,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26662,
-187500,-187500,-187500,-45526.5,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26663,
-187500,-187500,-187500,-45388.26,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26664,
-187500,-187500,-187500,-44208.71,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26665,
-187500,-187500,-187500,-43170.38,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26666,
-187500,-187500,-187500,-41480.73,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26667,
-187500,-187500,-187500,-40065.7,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26668,
-187500,-187500,-187500,-38963.61,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26669,
-187500,-187500,-187500,-38137.53,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26670,
-187500,-187500,-187500,-37933.68,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26671,
-187500,-187500,-187500,-38001.12,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26672,
-187500,-187500,-187500,-38284.83,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26673,
-187500,-187500,-187500,-39412.41,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26674,
-187500,-187500,-187500,-40633.04,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26675,
-187500,-187500,-187500,-41449.72,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26676,
-187500,-187500,-187500,-43047.58,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26677,
-187500,-187500,-187500,-44476.26,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26678,
-187500,-187500,-187500,-45548.32,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26679,
-187500,-187500,-187500,-46372.27,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26680,
-187500,-187500,-187500,-46606.2,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26681,
-187500,-187500,-187500,-46265.09,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26682,
-187500,-187500,-187500,-45684.37,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26683,
-187500,-187500,-187500,-45547.51,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26684,
-187500,-187500,-187500,-44419.2,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26685,
-187500,-187500,-187500,-43373.94,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26686,
-187500,-187500,-187500,-41722.68,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26687,
-187500,-187500,-187500,-40265.98,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26688,
-187500,-187500,-187500,-39150.85,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26689,
-187500,-187500,-187500,-38278.12,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26690,
-187500,-187500,-187500,-38051.43,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26691,
-187500,-187500,-187500,-38125.88,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26692,
-187500,-187500,-187500,-38359.15,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26693,
-187500,-187500,-187500,-39440.91,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26694,
-187500,-187500,-187500,-40681.36,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,26695,
-157654.8,-157259.7,-157905.4,-16663.61,-157543.2,-157092.8,-157506.2,-157162.4,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26696,
113305.8,113878.4,113117.3,85267.79,113564.8,114398.2,113548.8,114202.1,0,0,0,0,0,0,0,0,0,26697,
187500,187500,187500,114754.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26698,
187500,187500,187500,114657.5,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26699,
187500,187500,187500,114095.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26700,
187500,187500,187500,114018.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26701,
187500,187500,187500,114454,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26702,
187500,187500,187500,115130,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26703,
187500,187500,187500,115322.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26704,
187500,187500,187500,116466,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26705,
187500,187500,187500,117564.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26706,
187500,187500,187500,119201.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26707,
187500,187500,187500,120731,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26708,
187500,187500,187500,121869.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26709,
187500,187500,187500,122795.6,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26710,
187500,187500,187500,123076.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26711,
187500,187500,187500,123060.7,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26712,
187500,187500,187500,122874.2,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26713,
187500,187500,187500,121845,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,26714,
