F3,FZ,F4,FCZ,C3,Cz,C4,P3,Pz,P4,PO7,POz,PO8,O1,Oz,O2,LABEL,
187500,187500,187500,42582.18,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21740,
187500,187500,187500,41826.44,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21741,
187500,187500,187500,40733.68,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21742,
187500,187500,187500,40040.4,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21743,
187500,187500,187500,38995.12,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21744,
187500,187500,187500,37683.88,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21745,
187500,187500,187500,36870.52,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21746,
187500,187500,187500,36172.9,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21747,
187500,187500,187500,35975.42,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21748,
187500,187500,187500,36230.84,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21749,
187500,187500,187500,36896.98,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21750,
187500,187500,187500,37214.58,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21751,
187500,187500,187500,37821.48,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21752,
187500,187500,187500,38844.71,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21753,
187500,187500,187500,40009.91,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21754,
187500,187500,187500,41359.36,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21755,
187500,187500,187500,42236.13,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21756,
187500,187500,187500,42985.49,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21757,
187500,187500,187500,43199.62,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21758,
187500,187500,187500,43012.87,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21759,
187500,187500,187500,42805.16,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21760,
187500,187500,187500,42048.37,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21761,
187500,187500,187500,40923,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21762,
187500,187500,187500,40186.94,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21763,
187500,187500,187500,39179.55,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21764,
187500,187500,187500,37836.63,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21765,
187500,187500,187500,36990.59,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21766,
187500,187500,187500,36273.04,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21767,
187500,187500,187500,36042.34,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21768,
187500,187500,187500,36262.26,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21769,
187500,187500,187500,36919.67,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21770,
187500,187500,187500,37268.27,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21771,
187500,187500,187500,37819.69,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21772,
187500,187500,187500,38852.27,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21773,
187500,187500,187500,39973.28,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21774,
187500,187500,187500,41349.81,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21775,
187500,187500,187500,42227.79,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21776,
187500,187500,187500,42988.33,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21777,
187500,187500,187500,43224.41,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21778,
187500,187500,187500,43054.22,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21779,
187500,187500,187500,42855.8,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21780,
187500,187500,187500,42155.68,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21781,
187500,187500,187500,41031.68,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21782,
187500,187500,187500,40269.3,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21783,
187500,187500,187500,39303.08,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21784,
187500,187500,187500,37925.05,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21785,
187500,187500,187500,37071.53,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21786,
187500,187500,187500,36331.62,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21787,
187500,187500,187500,36091,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21788,
187500,187500,187500,36272.48,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21789,
187500,187500,187500,36927.07,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21790,
187500,187500,187500,37297.53,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21791,
187500,187500,187500,37791.1,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21792,
187500,187500,187500,38841.54,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21793,
187500,187500,187500,39931.48,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21794,
187500,187500,187500,41328.98,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21795,
187500,187500,187500,42200.32,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21796,
187500,187500,187500,42978.47,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21797,
187500,187500,187500,43245.35,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21798,
187500,187500,187500,36783.55,187500,187500,187500,187500,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,-0.02235174,0,21799,
-3512.264,-5473.518,-2186.694,10604.79,-5180.196,-7305.667,-4650.459,-7423.104,0,0,0,0,0,0,0,0,0,21800,
-187500,-187500,-187500,1762.502,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21801,
-187500,-187500,-187500,-204.9431,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21802,
-187500,-187500,-187500,-1152.434,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21803,
-187500,-187500,-187500,-2129.54,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21804,
-187500,-187500,-187500,-3562.868,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21805,
-187500,-187500,-187500,-4452.065,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21806,
-187500,-187500,-187500,-5214.438,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21807,
-187500,-187500,-187500,-5524.726,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21808,
-187500,-187500,-187500,-5362.429,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21809,
-187500,-187500,-187500,-4745.79,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21810,
-187500,-187500,-187500,-4347.392,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21811,
-187500,-187500,-187500,-3935.36,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21812,
-187500,-187500,-187500,-2872.177,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21813,
-187500,-187500,-187500,-1824.998,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21814,
-187500,-187500,-187500,-421.2857,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21815,
-187500,-187500,-187500,459.4178,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21816,
-187500,-187500,-187500,1246.199,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21817,
-187500,-187500,-187500,1540.46,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21818,
-187500,-187500,-187500,1403.444,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21819,
-187500,-187500,-187500,1185.447,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21820,
-187500,-187500,-187500,562.7275,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21821,
-187500,-187500,-187500,-567.7343,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21822,
-187500,-187500,-187500,-1379.639,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21823,
-187500,-187500,-187500,-2254.62,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21824,
-187500,-187500,-187500,-3674.716,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21825,
-187500,-187500,-187500,-4554.436,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21826,
-187500,-187500,-187500,-5317.704,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21827,
-187500,-187500,-187500,-5634.674,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21828,
-187500,-187500,-187500,-5508.386,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21829,
-187500,-187500,-187500,-4875.273,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21830,
-187500,-187500,-187500,-4449.495,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21831,
-187500,-187500,-187500,-4066.095,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21832,
-187500,-187500,-187500,-2996.318,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21833,
-187500,-187500,-187500,-1981.907,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21834,
-187500,-187500,-187500,-539.817,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21835,
-187500,-187500,-187500,371.3295,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21836,
-187500,-187500,-187500,1179.367,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21837,
-187500,-187500,-187500,1508.139,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21838,
-187500,-187500,-187500,1385.719,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21839,
-187500,-187500,-187500,1158.781,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21840,
-187500,-187500,-187500,583.6487,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21841,
-187500,-187500,-187500,-538.23,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21842,
-187500,-187500,-187500,-1375.772,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21843,
-187500,-187500,-187500,-2211.079,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21844,
-187500,-187500,-187500,-3643.424,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21845,
-187500,-187500,-187500,-4542.746,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21846,
-187500,-187500,-187500,-5310.059,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21847,
-187500,-187500,-187500,-5659.417,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21848,
-187500,-187500,-187500,-5542.964,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21849,
-187500,-187500,-187500,-4949.19,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21850,
-187500,-187500,-187500,-4472.606,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21851,
-187500,-187500,-187500,-4148.171,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21852,
-187500,-187500,-187500,-3074.661,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21853,
-187500,-187500,-187500,-2088.815,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21854,
-187500,-187500,-187500,-637.1588,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21855,
-187500,-187500,-187500,284.94,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21856,
-187500,-187500,-187500,1097.873,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21857,
-187500,-187500,-187500,1469.739,-187500,-187500,-187500,-187500,0,0,0,0,0,0,0,0,0,21858,
